Time,Value,Segment UID
1736469781.650346,-1.5532022e-05,step_filament_voltages
1736469783.650544,-1.5686511e-05,step_filament_voltages
1736469785.650778,-1.57512236e-05,step_filament_voltages
1736469787.650993,-1.53514641e-05,step_filament_voltages
1736469789.6512759,-1.548469e-05,step_filament_voltages
1736469791.6513305,-1.5882301e-05,step_filament_voltages
1736469793.6514995,-1.53542103e-05,step_filament_voltages
1736469795.6516237,-1.64169647e-05,step_filament_voltages
1736469797.6517243,-2.01595039e-05,step_filament_voltages
1736469799.6519563,-2.02534946e-05,step_filament_voltages
1736469801.6522055,-2.02946649e-05,step_filament_voltages
1736469803.6523094,-2.01572951e-05,step_filament_voltages
1736469805.652412,-2.02561032e-05,step_filament_voltages
1736469807.652604,-2.01917499e-05,step_filament_voltages
1736469809.6527503,-2.03065162e-05,step_filament_voltages
1736469811.652946,-2.02495904e-05,step_filament_voltages
1736469813.6529274,-2.04735868e-05,step_filament_voltages
1736469815.653132,-2.12213129e-05,step_filament_voltages
1736469817.6534545,-2.61807402e-05,step_filament_voltages
1736469819.6535854,-2.61703499e-05,step_filament_voltages
1736469821.6538072,-2.59578495e-05,step_filament_voltages
1736469823.654055,-2.62217497e-05,step_filament_voltages
1736469825.654262,-2.62189385e-05,step_filament_voltages
1736469827.654367,-2.62676845e-05,step_filament_voltages
1736469829.6543798,-2.64036381e-05,step_filament_voltages
1736469831.6544015,-2.60523928e-05,step_filament_voltages
1736469833.6547196,-2.6169225e-05,step_filament_voltages
1736469835.6548615,-2.76255742e-05,step_filament_voltages
1736469837.6550345,-3.40263248e-05,step_filament_voltages
1736469839.6552267,-3.3590965e-05,step_filament_voltages
1736469841.6553884,-3.3584494e-05,step_filament_voltages
1736469843.6554003,-3.37750112e-05,step_filament_voltages
1736469845.6553383,-3.35223341e-05,step_filament_voltages
1736469847.6558542,-3.39878625e-05,step_filament_voltages
1736469849.6559608,-3.34994208e-05,step_filament_voltages
1736469851.6561651,-3.3720273e-05,step_filament_voltages
1736469853.6563275,-3.37440011e-05,step_filament_voltages
1736469855.6563973,-3.49698176e-05,step_filament_voltages
1736469857.6567006,-4.32117697e-05,step_filament_voltages
1736469859.656767,-4.29544869e-05,step_filament_voltages
1736469861.656961,-4.31153472e-05,step_filament_voltages
1736469863.657186,-4.30926073e-05,step_filament_voltages
1736469865.65734,-4.26970725e-05,step_filament_voltages
1736469867.6567783,-4.31309371e-05,step_filament_voltages
1736469869.6576078,-4.30631178e-05,step_filament_voltages
1736469871.6577706,-4.3190675e-05,step_filament_voltages
1736469873.657919,-4.31228734e-05,step_filament_voltages
1736469875.6582112,-4.2931797e-05,step_filament_voltages
1736469877.6583345,-5.45932585e-05,step_filament_voltages
1736469879.658433,-5.47406395e-05,step_filament_voltages
1736469881.6584544,-5.45691478e-05,step_filament_voltages
1736469883.6588342,-5.44557524e-05,step_filament_voltages
1736469885.658915,-5.46290798e-05,step_filament_voltages
1736469887.6588302,-5.45180686e-05,step_filament_voltages
1736469889.6589818,-5.46825565e-05,step_filament_voltages
1736469891.6594055,-5.43548991e-05,step_filament_voltages
1736469893.6595752,-5.47229243e-05,step_filament_voltages
1736469895.659591,-5.78907178e-05,step_filament_voltages
1736469897.6598284,-6.92705723e-05,step_filament_voltages
1736469899.6598837,-6.90276408e-05,step_filament_voltages
1736469901.6602995,-6.89703423e-05,step_filament_voltages
1736469903.6603773,-6.92391783e-05,step_filament_voltages
1736469905.6605115,-6.89613117e-05,step_filament_voltages
1736469907.6607382,-6.90491541e-05,step_filament_voltages
1736469909.6609597,-6.89055621e-05,step_filament_voltages
1736469911.661263,-6.87676538e-05,step_filament_voltages
1736469913.6612482,-6.92798178e-05,step_filament_voltages
1736469915.6612754,-7.03004858e-05,step_filament_voltages
1736469917.6615148,-8.70899639e-05,step_filament_voltages
1736469919.6616337,-8.73015406e-05,step_filament_voltages
1736469921.6617868,-8.70694031e-05,step_filament_voltages
1736469923.6620438,-8.70278861e-05,step_filament_voltages
1736469925.6619985,-8.72589037e-05,step_filament_voltages
1736469927.6623538,-8.68359007e-05,step_filament_voltages
1736469929.662411,-8.70024696e-05,step_filament_voltages
1736469931.6625261,-8.68771225e-05,step_filament_voltages
1736469933.662793,-8.69988523e-05,step_filament_voltages
1736469935.663016,-8.95691171e-05,step_filament_voltages
1736469937.6632862,-0.000109189187,step_filament_voltages
1736469939.663336,-0.000109076698,step_filament_voltages
1736469941.6634588,-0.000109227484,step_filament_voltages
1736469943.6636202,-0.000109052593,step_filament_voltages
1736469945.6636367,-0.000108916595,step_filament_voltages
1736469947.6639287,-0.000109053942,step_filament_voltages
1736469949.6639638,-0.000109216773,step_filament_voltages
1736469951.6642272,-0.000108806717,step_filament_voltages
1736469953.6643069,-0.000108925651,step_filament_voltages
1736469955.6645684,-0.000109605078,step_filament_voltages
1736469957.6647632,-0.000136432501,step_filament_voltages
1736469959.6649323,-0.000136370419,step_filament_voltages
1736469961.6651464,-0.000136349946,step_filament_voltages
1736469963.6653225,-0.000136411327,step_filament_voltages
1736469965.6655145,-0.000136103525,step_filament_voltages
1736469967.6656017,-0.000136112497,step_filament_voltages
1736469969.6657827,-0.000136039097,step_filament_voltages
1736469971.6660392,-0.000136433015,step_filament_voltages
1736469973.6662567,-0.000136049269,step_filament_voltages
1736469975.666364,-0.000137139997,step_filament_voltages
1736469977.6664147,-0.00016994403,step_filament_voltages
1736469979.6667511,-0.000169536376,step_filament_voltages
1736469981.6669242,-0.000169440786,step_filament_voltages
1736469983.667047,-0.0001695399,step_filament_voltages
1736469985.6673455,-0.000169814263,step_filament_voltages
1736469987.6674123,-0.000169492811,step_filament_voltages
1736469989.6675472,-0.000169202077,step_filament_voltages
1736469991.667744,-0.000169381477,step_filament_voltages
1736469993.6680925,-0.000169466856,step_filament_voltages
1736469995.668032,-0.000171364972,step_filament_voltages
1736469997.6682546,-0.000210515503,step_filament_voltages
1736469999.6683826,-0.00021012385,step_filament_voltages
1736470001.6687787,-0.000210194458,step_filament_voltages
1736470003.6688735,-0.000209770477,step_filament_voltages
1736470005.6691625,-0.000209991733,step_filament_voltages
1736470007.669238,-0.000209944752,step_filament_voltages
1736470009.6693578,-0.000209875074,step_filament_voltages
1736470011.669539,-0.000209869938,step_filament_voltages
1736470013.6697974,-0.000209852912,step_filament_voltages
1736470015.669812,-0.00021042437,step_filament_voltages
1736470017.670084,-0.000259450526,step_filament_voltages
1736470019.6702354,-0.000259107493,step_filament_voltages
1736470021.67032,-0.000258912909,step_filament_voltages
1736470023.6702838,-0.00025898836,step_filament_voltages
1736470025.670642,-0.000258785668,step_filament_voltages
1736470027.6708357,-0.000258476209,step_filament_voltages
1736470029.6710181,-0.00025833988,step_filament_voltages
1736470031.6712763,-0.000258644286,step_filament_voltages
1736470033.6712449,-0.000258645729,step_filament_voltages
1736470035.671385,-0.000260942816,step_filament_voltages
1736470037.67157,-0.000318557967,step_filament_voltages
1736470039.671898,-0.000318420257,step_filament_voltages
1736470041.6719499,-0.000318250588,step_filament_voltages
1736470043.6720088,-0.000318074499,step_filament_voltages
1736470045.671989,-0.000318111165,step_filament_voltages
1736470047.6723156,-0.000317847291,step_filament_voltages
1736470049.6723828,-0.000317750529,step_filament_voltages
1736470051.6726956,-0.000317623043,step_filament_voltages
1736470053.6728137,-0.000317606257,step_filament_voltages
1736470055.6728127,-0.000323461063,step_filament_voltages
1736470057.6731443,-0.000389879132,step_filament_voltages
1736470059.6733086,-0.000389515881,step_filament_voltages
1736470061.6734178,-0.000389216737,step_filament_voltages
1736470063.6735272,-0.000389364789,step_filament_voltages
1736470065.6736922,-0.000389067083,step_filament_voltages
1736470067.6738265,-0.000389059058,step_filament_voltages
1736470069.6740665,-0.000388703836,step_filament_voltages
1736470071.6742613,-0.000388919466,step_filament_voltages
1736470073.6744215,-0.000388420719,step_filament_voltages
1736470075.6745815,-0.000391696211,step_filament_voltages
1736470077.6747077,-0.000475815991,step_filament_voltages
1736470079.6749575,-0.000475288018,step_filament_voltages
1736470081.6751797,-0.000475158206,step_filament_voltages
1736470083.6750593,-0.000475003297,step_filament_voltages
1736470085.6753812,-0.000474410909,step_filament_voltages
1736470087.6753857,-0.000475026942,step_filament_voltages
1736470089.6757715,-0.00047458817,step_filament_voltages
1736470091.6758256,-0.000474361295,step_filament_voltages
1736470093.6760275,-0.000474101054,step_filament_voltages
1736470095.6760395,-0.000477978462,step_filament_voltages
1736470097.6763775,-0.000578365803,step_filament_voltages
1736470099.6766346,-0.000577976308,step_filament_voltages
1736470101.6763701,-0.000577816983,step_filament_voltages
1736470103.67626,-0.000577459408,step_filament_voltages
1736470105.6766427,-0.000577375321,step_filament_voltages
1736470107.6770816,-0.000577176088,step_filament_voltages
1736470109.677059,-0.000577142404,step_filament_voltages
1736470111.677354,-0.000576685861,step_filament_voltages
1736470113.6774926,-0.000576794962,step_filament_voltages
1736470115.677597,-0.000577375614,step_filament_voltages
1736470117.6776114,-0.000702194396,step_filament_voltages
1736470119.6781127,-0.000701238999,step_filament_voltages
1736470121.6783268,-0.00070126153,step_filament_voltages
1736470123.6783671,-0.000700777017,step_filament_voltages
1736470125.6783917,-0.000700413122,step_filament_voltages
